[ 2012-04-17T00:00:36+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.002104s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002231s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001803s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.002336s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.004284s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003878s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001237s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000945s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001018s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.013252s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.013359s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.000472s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.000599s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000468s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000598s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002355s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.001948s ]
[ 2012-04-17T08:56:55+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002044s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.000835s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.000947s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000603s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000500s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001201s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003152s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001093s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000879s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.000957s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001102s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001173s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.000453s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.000514s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000334s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000519s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.001991s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.001903s ]
[ 2012-04-17T08:56:56+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.001991s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001575s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001355s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.003240s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002736s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.002879s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run ParseTemplate Behavior [ RunTime:0.003720s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.003914s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run ContentReplace Behavior [ RunTime:0.002767s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run TokenBuild Behavior [ RunTime:0.002253s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001653s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001935s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.008969s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.004111s ]
[ 2012-04-17T08:59:00+08:00 ] /admin.php | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.004215s ]
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Run CheckRoute Behavior [ RunTime:0.002515s ]
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002661s ]
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001036s ]
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000594s ]
[ 2012-04-17T08:59:01+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001754s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckRoute Behavior [ RunTime:0.000892s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001011s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000582s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000543s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001224s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | SQL: SHOW COLUMNS FROM `qilihai_admin` [ RunTime:0.003756s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | SQL: SELECT * FROM `qilihai_admin` WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) LIMIT 1   [ RunTime:0.001396s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | SQL: UPDATE `qilihai_admin` SET `last_login_time`=1334624351 WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) [ RunTime:0.000395s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002201s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.002313s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | NOTIC: [8] Undefined variable: title fdb8b4c06fba2ac11ecc127c153c19ce.php 第 81 行.
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001641s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001708s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ContentReplace Behavior [ RunTime:0.000489s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run TokenBuild Behavior [ RunTime:0.000531s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000322s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000534s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002056s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.001975s ]
[ 2012-04-17T08:59:11+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002050s ]
[ 2012-04-17T08:59:12+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckRoute Behavior [ RunTime:0.001817s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002008s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001416s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001317s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002832s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.004494s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | SQL: SELECT * FROM `qilihai_introduction`  [ RunTime:0.000861s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run LocationTemplate Behavior [ RunTime:0.005765s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.005887s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | NOTIC: [8] Undefined index:  stauts bffe8e837ec1318f1ff470142fe54840.php 第 105 行.
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ParseTemplate Behavior [ RunTime:0.002841s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.002940s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ContentReplace Behavior [ RunTime:0.001345s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run TokenBuild Behavior [ RunTime:0.001498s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001186s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001328s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.005534s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.004136s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.004293s ]
[ 2012-04-17T08:59:15+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.000891s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001016s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000603s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000493s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001202s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003320s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001714s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.001771s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001871s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001617s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001690s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.000463s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.000554s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000422s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000768s ]
[ 2012-04-17T08:59:19+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002428s ]
